source_stop,destination_stop,fare
Central College,MG Road,15
Central College,Mysuru Road,28
Central College,Majestic,10
Central College,Nagasandra,40
Central College,National College,18
Central College,Nayandahalli,30
Central College,Pattanagere,35
Central College,Peenya,30
Central College,Peenya Industry,35
Central College,Rajaji Nagar,20
Central College,Rajarajeshwari Nagara,30
Central College,Rashtreeya Vidyalaya Road,28
Central College,Sampige Road,15
Central College,Sandal Soap Factory,25
Central College,Silk Institute,45
Central College,South End Circle,22
Central College,Hosahalli,18
Central College,Srirampura,15
Central College,Swami Vivekananda Road,25
Central College,Talaghattapura,42
Central College,Trinity,18
Central College,Vajarahalli,40
Central College,Vijayanagara,20
Central College,Yelachenahalli,35
Central College,Yeshwanthpur,28
Silk Institute,Attiguppe,52
Silk Institute,Baiyappanahalli,60
Silk Institute,Banashankari,25
Silk Institute,Chickpete,40
Silk Institute,Cubbon Park (Sri Chamarajendra Park),50
Silk Institute,Dasarahalli,60
Silk Institute,Deepanjali Nagara,55
Silk Institute,Doddakallasandra,15
Silk Institute,"Dr BR Ambedkar Station, Vidhana Soudha",45
Silk Institute,Goraguntepalya,60
Silk Institute,Halasuru,55
Silk Institute,Indiranagar,58
Silk Institute,Jalahalli,60
Silk Institute,Jaya Prakash Nagar,22
Silk Institute,Jayanagar,30
Silk Institute,Jnanabharathi,60
Silk Institute,Kengeri,60
Silk Institute,Kengeri Bus Terminal,60
Silk Institute,Konankunte Cross,18
Silk Institute,City Railway Station,42
Silk Institute,Krishna Rajendra Market,38
Silk Institute,Lalbagh Botanical Garden,35
Silk Institute,Magadi Road,45
Silk Institute,Mahakavi Kuvempu Road,50
Silk Institute,Mahalakshmi,52
Silk Institute,MG Road,50
Silk Institute,Mysuru Road,58
Silk Institute,Majestic,42
Silk Institute,Nagasandra,60
Silk Institute,National College,35
Silk Institute,Nayandahalli,60
Silk Institute,Pattanagere,60
Silk Institute,Peenya,60
Silk Institute,Peenya Industry,60
Silk Institute,Rajaji Nagar,50
Silk Institute,Rajarajeshwari Nagara,60
Silk Institute,Rashtreeya Vidyalaya Road,28
Silk Institute,Sampige Road,45
Silk Institute,Sandal Soap Factory,55
Silk Institute,Central College,45
Silk Institute,South End Circle,30
Silk Institute,Hosahalli,50
Silk Institute,Srirampura,45
Silk Institute,Swami Vivekananda Road,60
Silk Institute,Talaghattapura,10
Silk Institute,Trinity,52
Silk Institute,Vajarahalli,15
Silk Institute,Vijayanagara,50
Silk Institute,Yelachenahalli,20
Silk Institute,Yeshwanthpur,58
Sandal Soap Factory,Attiguppe,35
Sandal Soap Factory,Baiyappanahalli,42
Sandal Soap Factory,Banashankari,40
Sandal Soap Factory,Chickpete,25
Sandal Soap Factory,Cubbon Park (Sri Chamarajendra Park),30
Sandal Soap Factory,Dasarahalli,22
Sandal Soap Factory,Deepanjali Nagara,35
Sandal Soap Factory,Doddakallasandra,50
Sandal Soap Factory,"Dr BR Ambedkar Station, Vidhana Soudha",28
Sandal Soap Factory,Goraguntepalya,15
Sandal Soap Factory,Halasuru,35
Sandal Soap Factory,Indiranagar,38
Sandal Soap Factory,Jalahalli,20
Sandal Soap Factory,Jaya Prakash Nagar,42
Sandal Soap Factory,Jayanagar,35
Sandal Soap Factory,Jnanabharathi,45
Sandal Soap Factory,Kengeri,50
Sandal Soap Factory,Kengeri Bus Terminal,50
Sandal Soap Factory,Konankunte Cross,45
Sandal Soap Factory,City Railway Station,25
Sandal Soap Factory,Krishna Rajendra Market,28
Sandal Soap Factory,Lalbagh Botanical Garden,30
Sandal Soap Factory,Magadi Road,28
Sandal Soap Factory,Mahakavi Kuvempu Road,15
Sandal Soap Factory,Mahalakshmi,10
Sandal Soap Factory,MG Road,30
Sandal Soap Factory,Mysuru Road,38
Sandal Soap Factory,Majestic,22
Sandal Soap Factory,Nagasandra,25
Sandal Soap Factory,National College,30
Sandal Soap Factory,Nayandahalli,40
Sandal Soap Factory,Pattanagere,45
Sandal Soap Factory,Peenya,15
Sandal Soap Factory,Peenya Industry,18
Sandal Soap Factory,Rajaji Nagar,15
Sandal Soap Factory,Rajarajeshwari Nagara,42
Sandal Soap Factory,Rashtreeya Vidyalaya Road,38
Sandal Soap Factory,Sampige Road,20
Sandal Soap Factory,Silk Institute,55
Sandal Soap Factory,Central College,25
Sandal Soap Factory,South End Circle,35
Sandal Soap Factory,Hosahalli,30
Sandal Soap Factory,Srirampura,18
Sandal Soap Factory,Swami Vivekananda Road,40
Sandal Soap Factory,Talaghattapura,52
Sandal Soap Factory,Trinity,35
Sandal Soap Factory,Vajarahalli,50
Sandal Soap Factory,Vijayanagara,30
Sandal Soap Factory,Yelachenahalli,45
Sandal Soap Factory,Yeshwanthpur,10
Sampige Road,Attiguppe,22
Sampige Road,Baiyappanahalli,30
Sampige Road,Banashankari,30
Sampige Road,Chickpete,15
Sampige Road,Cubbon Park (Sri Chamarajendra Park),18
Sampige Road,Dasarahalli,35
Sampige Road,Deepanjali Nagara,25
Sampige Road,Doddakallasandra,38
Sampige Road,"Dr BR Ambedkar Station, Vidhana Soudha",15
Sampige Road,Goraguntepalya,25
Sampige Road,Halasuru,25
Sampige Road,Indiranagar,28
Sampige Road,Jalahalli,30
Sampige Road,Jaya Prakash Nagar,30
Sampige Road,Jayanagar,25
Sampige Road,Jnanabharathi,35
Sampige Road,Kengeri,40
Sampige Road,Kengeri Bus Terminal,38
Sampige Road,Konankunte Cross,35
Sampige Road,City Railway Station,12
Sampige Road,Krishna Rajendra Market,15
Sampige Road,Lalbagh Botanical Garden,20
Sampige Road,Magadi Road,15
Sampige Road,Mahakavi Kuvempu Road,15
Sampige Road,Mahalakshmi,18
Sampige Road,MG Road,20
Sampige Road,Mysuru Road,28
Sampige Road,Majestic,10
Sampige Road,Nagasandra,35
Sampige Road,National College,18
Sampige Road,Nayandahalli,30
Sampige Road,Pattanagere,35
Sampige Road,Peenya,28
Sampige Road,Peenya Industry,30
Sampige Road,Rajaji Nagar,15
Sampige Road,Rajarajeshwari Nagara,30
Sampige Road,Rashtreeya Vidyalaya Road,28
Sampige Road,Sandal Soap Factory,20
Sampige Road,Silk Institute,45
Sampige Road,Central College,15
Sampige Road,South End Circle,22
Sampige Road,Hosahalli,18
Sampige Road,Srirampura,10
Sampige Road,Swami Vivekananda Road,30
Sampige Road,Talaghattapura,42
Sampige Road,Trinity,22
Sampige Road,Vajarahalli,40
Sampige Road,Vijayanagara,20
Sampige Road,Yelachenahalli,35
Sampige Road,Yeshwanthpur,22
Rashtreeya Vidyalaya Road,Attiguppe,35
Rashtreeya Vidyalaya Road,Baiyappanahalli,45
Rashtreeya Vidyalaya Road,Banashankari,10
Rashtreeya Vidyalaya Road,Chickpete,22
Rashtreeya Vidyalaya Road,Cubbon Park (Sri Chamarajendra Park),30
Rashtreeya Vidyalaya Road,Dasarahalli,50
Rashtreeya Vidyalaya Road,Deepanjali Nagara,38
Rashtreeya Vidyalaya Road,Doddakallasandra,20
Rashtreeya Vidyalaya Road,"Dr BR Ambedkar Station, Vidhana Soudha",30
Rashtreeya Vidyalaya Road,Goraguntepalya,42
Rashtreeya Vidyalaya Road,Halasuru,38
Rashtreeya Vidyalaya Road,Indiranagar,40
Rashtreeya Vidyalaya Road,Jalahalli,50
Rashtreeya Vidyalaya Road,Jaya Prakash Nagar,15
Rashtreeya Vidyalaya Road,Jayanagar,10
Rashtreeya Vidyalaya Road,Jnanabharathi,45
Rashtreeya Vidyalaya Road,Kengeri,52
Rashtreeya Vidyalaya Road,Kengeri Bus Terminal,50
Rashtreeya Vidyalaya Road,Konankunte Cross,18
Rashtreeya Vidyalaya Road,City Railway Station,12
Rashtreeya Vidyalaya Road,Krishna Rajendra Market,20
Rashtreeya Vidyalaya Road,Lalbagh Botanical Garden,15
Rashtreeya Vidyalaya Road,Magadi Road,30
Rashtreeya Vidyalaya Road,Mahakavi Kuvempu Road,30
Rashtreeya Vidyalaya Road,Mahalakshmi,35
Rashtreeya Vidyalaya Road,MG Road,35
Rashtreeya Vidyalaya Road,Mysuru Road,40
Rashtreeya Vidyalaya Road,Majestic,25
Rashtreeya Vidyalaya Road,Nagasandra,52
Rashtreeya Vidyalaya Road,National College,18
Rashtreeya Vidyalaya Road,Nayandahalli,42
Rashtreeya Vidyalaya Road,Pattanagere,50
Rashtreeya Vidyalaya Road,Peenya,45
Rashtreeya Vidyalaya Road,Peenya Industry,45
Rashtreeya Vidyalaya Road,Rajaji Nagar,35
Rashtreeya Vidyalaya Road,Rajarajeshwari Nagara,45
Rashtreeya Vidyalaya Road,Sampige Road,28
Rashtreeya Vidyalaya Road,Sandal Soap Factory,38
Rashtreeya Vidyalaya Road,Silk Institute,28
Rashtreeya Vidyalaya Road,Central College,28
Rashtreeya Vidyalaya Road,South End Circle,15
Rashtreeya Vidyalaya Road,Hosahalli,30
Rashtreeya Vidyalaya Road,Srirampura,30
Rashtreeya Vidyalaya Road,Swami Vivekananda Road,42
Rashtreeya Vidyalaya Road,Talaghattapura,25
Rashtreeya Vidyalaya Road,Trinity,35
Rashtreeya Vidyalaya Road,Vajarahalli,22
Rashtreeya Vidyalaya Road,Vijayanagara,35
Rashtreeya Vidyalaya Road,Yelachenahalli,15
Rashtreeya Vidyalaya Road,Yeshwanthpur,40
Peenya Industry,Attiguppe,42
Peenya Industry,Baiyappanahalli,50
Peenya Industry,Banashankari,50
Peenya Industry,Chickpete,35
Peenya Industry,Cubbon Park (Sri Chamarajendra Park),38
Peenya Industry,Dasarahalli,15
Peenya Industry,Deepanjali Nagara,45
Peenya Industry,Doddakallasandra,58
Peenya Industry,"Dr BR Ambedkar Station, Vidhana Soudha",35
Peenya Industry,Goraguntepalya,15
Peenya Industry,Halasuru,45
Peenya Industry,Indiranagar,45
Peenya Industry,Jalahalli,10
Peenya Industry,Jaya Prakash Nagar,50
Peenya Industry,Jayanagar,45
Peenya Industry,Jnanabharathi,52
Peenya Industry,Kengeri,60
Peenya Industry,Kengeri Bus Terminal,58
Peenya Industry,Konankunte Cross,55
Peenya Industry,City Railway Station,32
Peenya Industry,Krishna Rajendra Market,35
Peenya Industry,Lalbagh Botanical Garden,40
Peenya Industry,Magadi Road,35
Peenya Industry,Mahakavi Kuvempu Road,25
Peenya Industry,Mahalakshmi,20
Peenya Industry,MG Road,40
Peenya Industry,Mysuru Road,45
Peenya Industry,Majestic,30
Peenya Industry,Nagasandra,15
Peenya Industry,National College,38
Peenya Industry,Nayandahalli,50
Peenya Industry,Pattanagere,55
Peenya Industry,Peenya,10
Peenya Industry,Rajaji Nagar,22
Peenya Industry,Rajarajeshwari Nagara,50
Peenya Industry,Rashtreeya Vidyalaya Road,45
Peenya Industry,Sampige Road,30
Peenya Industry,Sandal Soap Factory,18
Peenya Industry,Silk Institute,60
Peenya Industry,Central College,35
Peenya Industry,South End Circle,42
Peenya Industry,Hosahalli,38
Peenya Industry,Srirampura,28
Peenya Industry,Swami Vivekananda Road,50
Peenya Industry,Talaghattapura,60
Peenya Industry,Trinity,42
Peenya Industry,Vajarahalli,60
Peenya Industry,Vijayanagara,40
Peenya Industry,Yelachenahalli,52
Peenya Industry,Yeshwanthpur,15
Rajaji Nagar,Attiguppe,30
Rajaji Nagar,Baiyappanahalli,38
Rajaji Nagar,Banashankari,35
Rajaji Nagar,Chickpete,20
Rajaji Nagar,Cubbon Park (Sri Chamarajendra Park),25
Rajaji Nagar,Dasarahalli,28
Rajaji Nagar,Deepanjali Nagara,30
Rajaji Nagar,Doddakallasandra,45
Rajaji Nagar,"Dr BR Ambedkar Station, Vidhana Soudha",22
Rajaji Nagar,Goraguntepalya,18
Rajaji Nagar,Halasuru,30
Rajaji Nagar,Indiranagar,35
Rajaji Nagar,Jalahalli,25
Rajaji Nagar,Jaya Prakash Nagar,38
Rajaji Nagar,Jayanagar,30
Rajaji Nagar,Jnanabharathi,40
Rajaji Nagar,Kengeri,45
Rajaji Nagar,Kengeri Bus Terminal,45
Rajaji Nagar,Konankunte Cross,42
Rajaji Nagar,City Railway Station,20
Rajaji Nagar,Krishna Rajendra Market,22
Rajaji Nagar,Lalbagh Botanical Garden,28
Rajaji Nagar,Magadi Road,22
Rajaji Nagar,Mahakavi Kuvempu Road,10
Rajaji Nagar,Mahalakshmi,10
Rajaji Nagar,MG Road,28
Rajaji Nagar,Mysuru Road,35
Rajaji Nagar,Majestic,18
Rajaji Nagar,Nagasandra,30
Rajaji Nagar,National College,25
Rajaji Nagar,Nayandahalli,35
Rajaji Nagar,Pattanagere,42
Rajaji Nagar,Peenya,20
Rajaji Nagar,Peenya Industry,22
Rajaji Nagar,Rajarajeshwari Nagara,38
Rajaji Nagar,Rashtreeya Vidyalaya Road,35
Rajaji Nagar,Sampige Road,15
Rajaji Nagar,Sandal Soap Factory,15
Rajaji Nagar,Silk Institute,50
Rajaji Nagar,Central College,20
Rajaji Nagar,South End Circle,30
Rajaji Nagar,Hosahalli,25
Rajaji Nagar,Srirampura,15
Rajaji Nagar,Swami Vivekananda Road,35
Rajaji Nagar,Talaghattapura,50
Rajaji Nagar,Trinity,30
Rajaji Nagar,Vajarahalli,45
Rajaji Nagar,Vijayanagara,28
Rajaji Nagar,Yelachenahalli,40
Rajaji Nagar,Yeshwanthpur,15
Rajarajeshwari Nagara,Attiguppe,18
Rajarajeshwari Nagara,Baiyappanahalli,50
Rajarajeshwari Nagara,Banashankari,45
Rajarajeshwari Nagara,Chickpete,30
Rajarajeshwari Nagara,Cubbon Park (Sri Chamarajendra Park),35
Rajarajeshwari Nagara,Dasarahalli,55
Rajarajeshwari Nagara,Deepanjali Nagara,15
Rajarajeshwari Nagara,Doddakallasandra,55
Rajarajeshwari Nagara,"Dr BR Ambedkar Station, Vidhana Soudha",35
Rajarajeshwari Nagara,Goraguntepalya,45
Rajarajeshwari Nagara,Halasuru,42
Rajarajeshwari Nagara,Indiranagar,45
Rajarajeshwari Nagara,Jalahalli,52
Rajarajeshwari Nagara,Jaya Prakash Nagar,50
Rajarajeshwari Nagara,Jayanagar,42
Rajarajeshwari Nagara,Jnanabharathi,10
Rajarajeshwari Nagara,Kengeri,18
Rajarajeshwari Nagara,Kengeri Bus Terminal,15
Rajarajeshwari Nagara,Konankunte Cross,52
Rajarajeshwari Nagara,City Railway Station,28
Rajarajeshwari Nagara,Krishna Rajendra Market,35
Rajarajeshwari Nagara,Lalbagh Botanical Garden,38
Rajarajeshwari Nagara,Magadi Road,25
Rajarajeshwari Nagara,Mahakavi Kuvempu Road,35
Rajarajeshwari Nagara,Mahalakshmi,40
Rajarajeshwari Nagara,MG Road,38
Rajarajeshwari Nagara,Mysuru Road,15
Rajarajeshwari Nagara,Majestic,30
Rajarajeshwari Nagara,Nagasandra,58
Rajarajeshwari Nagara,National College,35
Rajarajeshwari Nagara,Nayandahalli,10
Rajarajeshwari Nagara,Pattanagere,15
Rajarajeshwari Nagara,Peenya,50
Rajarajeshwari Nagara,Peenya Industry,50
Rajarajeshwari Nagara,Rajaji Nagar,38
Rajarajeshwari Nagara,Rashtreeya Vidyalaya Road,45
Rajarajeshwari Nagara,Sampige Road,30
Rajarajeshwari Nagara,Sandal Soap Factory,42
Rajarajeshwari Nagara,Silk Institute,60
Rajarajeshwari Nagara,Central College,30
Rajarajeshwari Nagara,South End Circle,40
Rajarajeshwari Nagara,Hosahalli,22
Rajarajeshwari Nagara,Srirampura,35
Rajarajeshwari Nagara,Swami Vivekananda Road,45
Rajarajeshwari Nagara,Talaghattapura,60
Rajarajeshwari Nagara,Trinity,40
Rajarajeshwari Nagara,Vajarahalli,58
Rajarajeshwari Nagara,Vijayanagara,20
Rajarajeshwari Nagara,Yelachenahalli,50
Rajarajeshwari Nagara,Yeshwanthpur,45
